State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
Uttar Pradesh,ETAWAH,Maize,2001-02,Kharif,8041,Hectare,16154,Tonnes,2.00895411
Uttar Pradesh,ETAWAH,Maize,2001-02,Rabi,155,Hectare,252,Tonnes,1.625806452
Uttar Pradesh,ETAWAH,Maize,2002-03,Kharif,5898,Hectare,9904,Tonnes,1.679213293
Uttar Pradesh,ETAWAH,Maize,2002-03,Rabi,121,Hectare,134,Tonnes,1.107438017
Uttar Pradesh,ETAWAH,Maize,2003-04,Kharif,6673,Hectare,13540,Tonnes,2.029072381
Uttar Pradesh,ETAWAH,Maize,2003-04,Rabi,1,Hectare,1,Tonnes,1
Uttar Pradesh,ETAWAH,Maize,2003-04,Summer,165,Hectare,226,Tonnes,1.36969697
Uttar Pradesh,FAIZABAD,Maize,2001-02,Kharif,2131,Hectare,3379,Tonnes,1.585640544
Uttar Pradesh,FAIZABAD,Maize,2001-02,Rabi,1316,Hectare,2144,Tonnes,1.629179331
Uttar Pradesh,FAIZABAD,Maize,2002-03,Kharif,2005,Hectare,2258,Tonnes,1.126184539
Uttar Pradesh,FAIZABAD,Maize,2002-03,Rabi,1282,Hectare,1419,Tonnes,1.106864275
Uttar Pradesh,FAIZABAD,Maize,2003-04,Kharif,1006,Hectare,1402,Tonnes,1.393638171
Uttar Pradesh,FAIZABAD,Maize,2003-04,Rabi,4,Hectare,6,Tonnes,1.5
Uttar Pradesh,FAIZABAD,Maize,2003-04,Summer,1282,Hectare,1752,Tonnes,1.366614665
Uttar Pradesh,FARRUKHABAD,Maize,2001-02,Kharif,44722,Hectare,87208,Tonnes,1.950002236
Uttar Pradesh,FARRUKHABAD,Maize,2001-02,Rabi,168,Hectare,274,Tonnes,1.630952381
Uttar Pradesh,FARRUKHABAD,Maize,2002-03,Kharif,33520,Hectare,45151,Tonnes,1.346986874
Uttar Pradesh,FARRUKHABAD,Maize,2002-03,Rabi,169,Hectare,187,Tonnes,1.106508876
Uttar Pradesh,FARRUKHABAD,Maize,2003-04,Kharif,38698,Hectare,60949,Tonnes,1.574990956
Uttar Pradesh,FARRUKHABAD,Maize,2003-04,Summer,159,Hectare,217,Tonnes,1.364779874
Uttar Pradesh,FATEHPUR,Maize,2001-02,Kharif,415,Hectare,801,Tonnes,1.930120482
Uttar Pradesh,FATEHPUR,Maize,2001-02,Rabi,1,Hectare,1,Tonnes,1
Uttar Pradesh,FATEHPUR,Maize,2002-03,Kharif,319,Hectare,439,Tonnes,1.376175549
Uttar Pradesh,FATEHPUR,Maize,2002-03,Rabi,3,Hectare,3,Tonnes,1
Uttar Pradesh,FATEHPUR,Maize,2003-04,Kharif,341,Hectare,390,Tonnes,1.143695015
Uttar Pradesh,FATEHPUR,Maize,2003-04,Summer,10,Hectare,14,Tonnes,1.4
Uttar Pradesh,FIROZABAD,Maize,2001-02,Kharif,9357,Hectare,23018,Tonnes,2.459976488
Uttar Pradesh,FIROZABAD,Maize,2001-02,Rabi,437,Hectare,712,Tonnes,1.629290618
Uttar Pradesh,FIROZABAD,Maize,2002-03,Kharif,6962,Hectare,7310,Tonnes,1.049985636
Uttar Pradesh,FIROZABAD,Maize,2002-03,Rabi,274,Hectare,303,Tonnes,1.105839416
Uttar Pradesh,FIROZABAD,Maize,2003-04,Kharif,6604,Hectare,11603,Tonnes,1.756965475
Uttar Pradesh,FIROZABAD,Maize,2003-04,Summer,421,Hectare,575,Tonnes,1.365795724
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Maize,2001-02,Kharif,12245,Hectare,27172,Tonnes,2.219028175
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Maize,2001-02,Rabi,2,Hectare,3,Tonnes,1.5
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Maize,2002-03,Kharif,7378,Hectare,7459,Tonnes,1.010978585
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Maize,2003-04,Kharif,3723,Hectare,5499,Tonnes,1.477034649
Uttar Pradesh,GHAZIABAD,Maize,2001-02,Kharif,5600,Hectare,11978,Tonnes,2.138928571
Uttar Pradesh,GHAZIABAD,Maize,2001-02,Rabi,249,Hectare,406,Tonnes,1.630522088
Uttar Pradesh,GHAZIABAD,Maize,2002-03,Kharif,4009,Hectare,3360,Tonnes,0.838114243
Uttar Pradesh,GHAZIABAD,Maize,2002-03,Rabi,190,Hectare,210,Tonnes,1.105263158
Uttar Pradesh,GHAZIABAD,Maize,2003-04,Kharif,3727,Hectare,6735,Tonnes,1.807083445
Uttar Pradesh,GHAZIABAD,Maize,2003-04,Summer,194,Hectare,265,Tonnes,1.365979381
Uttar Pradesh,GHAZIPUR,Maize,2001-02,Kharif,675,Hectare,1128,Tonnes,1.671111111
Uttar Pradesh,GHAZIPUR,Maize,2001-02,Rabi,24,Hectare,39,Tonnes,1.625
Uttar Pradesh,GHAZIPUR,Maize,2002-03,Kharif,614,Hectare,799,Tonnes,1.301302932
Uttar Pradesh,GHAZIPUR,Maize,2002-03,Rabi,37,Hectare,41,Tonnes,1.108108108
Uttar Pradesh,GHAZIPUR,Maize,2003-04,Kharif,597,Hectare,986,Tonnes,1.65159129
Uttar Pradesh,GHAZIPUR,Maize,2003-04,Rabi,4,Hectare,6,Tonnes,1.5
Uttar Pradesh,GHAZIPUR,Maize,2003-04,Summer,39,Hectare,53,Tonnes,1.358974359
Uttar Pradesh,GONDA,Maize,2001-02,Kharif,55948,Hectare,72341,Tonnes,1.293004218
Uttar Pradesh,GONDA,Maize,2001-02,Rabi,926,Hectare,1509,Tonnes,1.629589633
Uttar Pradesh,GONDA,Maize,2002-03,Kharif,56097,Hectare,52619,Tonnes,0.9380002496
Uttar Pradesh,GONDA,Maize,2002-03,Rabi,1522,Hectare,1685,Tonnes,1.107095926
Uttar Pradesh,GONDA,Maize,2003-04,Kharif,55071,Hectare,62616,Tonnes,1.137004957
Uttar Pradesh,GONDA,Maize,2003-04,Rabi,4,Hectare,6,Tonnes,1.5
Uttar Pradesh,GONDA,Maize,2003-04,Summer,1078,Hectare,1474,Tonnes,1.367346939
Uttar Pradesh,GORAKHPUR,Maize,2001-02,Kharif,2890,Hectare,5261,Tonnes,1.820415225
Uttar Pradesh,GORAKHPUR,Maize,2001-02,Rabi,272,Hectare,443,Tonnes,1.628676471
Uttar Pradesh,GORAKHPUR,Maize,2002-03,Kharif,3564,Hectare,4764,Tonnes,1.336700337
Uttar Pradesh,GORAKHPUR,Maize,2002-03,Rabi,289,Hectare,320,Tonnes,1.107266436
Uttar Pradesh,GORAKHPUR,Maize,2003-04,Kharif,3495,Hectare,3159,Tonnes,0.9038626609
Uttar Pradesh,GORAKHPUR,Maize,2003-04,Rabi,18,Hectare,25,Tonnes,1.388888889
Uttar Pradesh,GORAKHPUR,Maize,2003-04,Summer,303,Hectare,414,Tonnes,1.366336634
Uttar Pradesh,HAMIRPUR,Maize,2001-02,Kharif,5,Hectare,5,Tonnes,1
Uttar Pradesh,HAMIRPUR,Maize,2001-02,Rabi,1,Hectare,2,Tonnes,2
Uttar Pradesh,HAMIRPUR,Maize,2003-04,Kharif,2,Hectare,2,Tonnes,1
Uttar Pradesh,HARDOI,Maize,2001-02,Kharif,53966,Hectare,82082,Tonnes,1.5209947
Uttar Pradesh,HARDOI,Maize,2001-02,Rabi,244,Hectare,397,Tonnes,1.62704918
Uttar Pradesh,HARDOI,Maize,2002-03,Kharif,40028,Hectare,35585,Tonnes,0.8890026981
Uttar Pradesh,HARDOI,Maize,2002-03,Rabi,181,Hectare,200,Tonnes,1.104972376
Uttar Pradesh,HARDOI,Maize,2003-04,Kharif,52093,Hectare,68138,Tonnes,1.308006834
Uttar Pradesh,HARDOI,Maize,2003-04,Summer,253,Hectare,346,Tonnes,1.367588933
Uttar Pradesh,HATHRAS,Maize,2001-02,Kharif,6528,Hectare,11248,Tonnes,1.723039216
Uttar Pradesh,HATHRAS,Maize,2001-02,Rabi,76,Hectare,124,Tonnes,1.631578947
Uttar Pradesh,HATHRAS,Maize,2002-03,Kharif,1282,Hectare,924,Tonnes,0.72074883
Uttar Pradesh,HATHRAS,Maize,2002-03,Rabi,51,Hectare,57,Tonnes,1.117647059
Uttar Pradesh,HATHRAS,Maize,2003-04,Kharif,4852,Hectare,8627,Tonnes,1.778029678
Uttar Pradesh,HATHRAS,Maize,2003-04,Rabi,1,Hectare,1,Tonnes,1
Uttar Pradesh,HATHRAS,Maize,2003-04,Summer,109,Hectare,149,Tonnes,1.366972477
Uttar Pradesh,JALAUN,Maize,2001-02,Kharif,11,Hectare,8,Tonnes,0.7272727273
Uttar Pradesh,JALAUN,Maize,2002-03,Kharif,2,Hectare,1,Tonnes,0.5
Uttar Pradesh,JALAUN,Maize,2003-04,Kharif,35,Hectare,51,Tonnes,1.457142857
Uttar Pradesh,JAUNPUR,Maize,2001-02,Kharif,47162,Hectare,78855,Tonnes,1.672002884
Uttar Pradesh,JAUNPUR,Maize,2001-02,Rabi,253,Hectare,412,Tonnes,1.628458498
Uttar Pradesh,JAUNPUR,Maize,2002-03,Kharif,40505,Hectare,51239,Tonnes,1.26500432
Uttar Pradesh,JAUNPUR,Maize,2002-03,Rabi,347,Hectare,384,Tonnes,1.106628242
Uttar Pradesh,JAUNPUR,Maize,2003-04,Kharif,40537,Hectare,66197,Tonnes,1.633001949
Uttar Pradesh,JAUNPUR,Maize,2003-04,Summer,302,Hectare,413,Tonnes,1.367549669
Uttar Pradesh,JHANSI,Maize,2001-02,Kharif,1861,Hectare,1279,Tonnes,0.6872649113
Uttar Pradesh,JHANSI,Maize,2002-03,Kharif,1278,Hectare,404,Tonnes,0.3161189358
Uttar Pradesh,JHANSI,Maize,2003-04,Kharif,1961,Hectare,367,Tonnes,0.1871494136
Uttar Pradesh,JHANSI,Maize,2003-04,Summer,1,Hectare,1,Tonnes,1
Uttar Pradesh,KANNAUJ,Maize,2001-02,Kharif,52740,Hectare,103107,Tonnes,1.955005688
Uttar Pradesh,KANNAUJ,Maize,2001-02,Rabi,102,Hectare,166,Tonnes,1.62745098
Uttar Pradesh,KANNAUJ,Maize,2002-03,Kharif,44726,Hectare,61767,Tonnes,1.381008809
Uttar Pradesh,KANNAUJ,Maize,2002-03,Rabi,43,Hectare,48,Tonnes,1.11627907
Uttar Pradesh,KANNAUJ,Maize,2003-04,Kharif,47808,Hectare,61959,Tonnes,1.295996486
Uttar Pradesh,KANNAUJ,Maize,2003-04,Summer,29,Hectare,40,Tonnes,1.379310345
Uttar Pradesh,KANPUR DEHAT,Maize,2002-03,Kharif,13037,Hectare,14549,Tonnes,1.115977602
Uttar Pradesh,KANPUR DEHAT,Maize,2003-04,Kharif,15116,Hectare,13347,Tonnes,0.8829716856
Uttar Pradesh,KANPUR DEHAT,Maize,2003-04,Summer,44,Hectare,60,Tonnes,1.363636364
Uttar Pradesh,KANPUR NAGAR,Maize,2001-02,Kharif,34971,Hectare,62611,Tonnes,1.790369163
Uttar Pradesh,KANPUR NAGAR,Maize,2001-02,Rabi,119,Hectare,194,Tonnes,1.630252101
Uttar Pradesh,KANPUR NAGAR,Maize,2002-03,Kharif,16528,Hectare,20247,Tonnes,1.225012101
Uttar Pradesh,KANPUR NAGAR,Maize,2002-03,Rabi,123,Hectare,136,Tonnes,1.105691057
Uttar Pradesh,KANPUR NAGAR,Maize,2003-04,Kharif,18305,Hectare,25902,Tonnes,1.415023218
Uttar Pradesh,KANPUR NAGAR,Maize,2003-04,Summer,52,Hectare,71,Tonnes,1.365384615
Uttar Pradesh,KAUSHAMBI,Maize,2001-02,Kharif,115,Hectare,222,Tonnes,1.930434783
Uttar Pradesh,KAUSHAMBI,Maize,2001-02,Rabi,30,Hectare,49,Tonnes,1.633333333
Uttar Pradesh,KAUSHAMBI,Maize,2002-03,Kharif,86,Hectare,118,Tonnes,1.372093023
Uttar Pradesh,KAUSHAMBI,Maize,2002-03,Rabi,22,Hectare,24,Tonnes,1.090909091
Uttar Pradesh,KAUSHAMBI,Maize,2003-04,Kharif,140,Hectare,160,Tonnes,1.142857143
Uttar Pradesh,KAUSHAMBI,Maize,2003-04,Summer,42,Hectare,57,Tonnes,1.357142857
Uttar Pradesh,KHERI,Maize,2001-02,Kharif,12395,Hectare,10152,Tonnes,0.8190399355
Uttar Pradesh,KHERI,Maize,2001-02,Rabi,651,Hectare,1060,Tonnes,1.628264209
Uttar Pradesh,KHERI,Maize,2002-03,Kharif,9174,Hectare,7651,Tonnes,0.8339873556
Uttar Pradesh,KHERI,Maize,2002-03,Rabi,724,Hectare,802,Tonnes,1.107734807
Uttar Pradesh,KHERI,Maize,2003-04,Kharif,9120,Hectare,7515,Tonnes,0.8240131579
Uttar Pradesh,KHERI,Maize,2003-04,Rabi,28,Hectare,38,Tonnes,1.357142857
Uttar Pradesh,KHERI,Maize,2003-04,Summer,810,Hectare,1107,Tonnes,1.366666667
Uttar Pradesh,KUSHI NAGAR,Maize,2001-02,Kharif,2262,Hectare,4118,Tonnes,1.820512821
Uttar Pradesh,KUSHI NAGAR,Maize,2001-02,Rabi,842,Hectare,1372,Tonnes,1.629453682
Uttar Pradesh,KUSHI NAGAR,Maize,2002-03,Kharif,1935,Hectare,4510,Tonnes,2.330749354
Uttar Pradesh,KUSHI NAGAR,Maize,2002-03,Rabi,1121,Hectare,1241,Tonnes,1.107047279
Uttar Pradesh,KUSHI NAGAR,Maize,2003-04,Kharif,2150,Hectare,3661,Tonnes,1.702790698
Uttar Pradesh,KUSHI NAGAR,Maize,2003-04,Rabi,1818,Hectare,2485,Tonnes,1.366886689
Uttar Pradesh,KUSHI NAGAR,Maize,2003-04,Summer,1358,Hectare,1857,Tonnes,1.367452135
Uttar Pradesh,LALITPUR,Maize,2001-02,Kharif,26176,Hectare,28401,Tonnes,1.085001528
Uttar Pradesh,LALITPUR,Maize,2001-02,Rabi,1,Hectare,2,Tonnes,2
Uttar Pradesh,LALITPUR,Maize,2002-03,Kharif,23535,Hectare,7837,Tonnes,0.3329934141
Uttar Pradesh,LALITPUR,Maize,2003-04,Kharif,28856,Hectare,36791,Tonnes,1.274986138
Uttar Pradesh,LUCKNOW,Maize,2001-02,Kharif,3042,Hectare,2421,Tonnes,0.7958579882
Uttar Pradesh,LUCKNOW,Maize,2001-02,Rabi,136,Hectare,222,Tonnes,1.632352941
Uttar Pradesh,LUCKNOW,Maize,2002-03,Kharif,2524,Hectare,1262,Tonnes,0.5
Uttar Pradesh,LUCKNOW,Maize,2002-03,Rabi,132,Hectare,146,Tonnes,1.106060606
Uttar Pradesh,LUCKNOW,Maize,2003-04,Kharif,2584,Hectare,2018,Tonnes,0.7809597523
Uttar Pradesh,LUCKNOW,Maize,2003-04,Rabi,6,Hectare,8,Tonnes,1.333333333
Uttar Pradesh,LUCKNOW,Maize,2003-04,Summer,133,Hectare,182,Tonnes,1.368421053
Uttar Pradesh,MAHARAJGANJ,Maize,2001-02,Kharif,152,Hectare,277,Tonnes,1.822368421
Uttar Pradesh,MAHARAJGANJ,Maize,2001-02,Rabi,340,Hectare,554,Tonnes,1.629411765
Uttar Pradesh,MAHARAJGANJ,Maize,2002-03,Kharif,133,Hectare,178,Tonnes,1.338345865
Uttar Pradesh,MAHARAJGANJ,Maize,2002-03,Rabi,394,Hectare,436,Tonnes,1.106598985
Uttar Pradesh,MAHARAJGANJ,Maize,2003-04,Kharif,157,Hectare,142,Tonnes,0.9044585987
Uttar Pradesh,MAHARAJGANJ,Maize,2003-04,Rabi,4,Hectare,5,Tonnes,1.25
Uttar Pradesh,MAHARAJGANJ,Maize,2003-04,Summer,441,Hectare,603,Tonnes,1.367346939
Uttar Pradesh,MAHOBA,Maize,2001-02,Kharif,8,Hectare,9,Tonnes,1.125
Uttar Pradesh,MAHOBA,Maize,2002-03,Kharif,1,Hectare,,Tonnes,0
Uttar Pradesh,MAHOBA,Maize,2003-04,Kharif,18,Hectare,22,Tonnes,1.222222222
Uttar Pradesh,MAINPURI,Maize,2001-02,Kharif,43144,Hectare,89955,Tonnes,2.084994437
Uttar Pradesh,MAINPURI,Maize,2001-02,Rabi,262,Hectare,427,Tonnes,1.629770992
Uttar Pradesh,MAINPURI,Maize,2002-03,Kharif,25511,Hectare,35486,Tonnes,1.391007801
Uttar Pradesh,MAINPURI,Maize,2002-03,Rabi,144,Hectare,159,Tonnes,1.104166667
Uttar Pradesh,MAINPURI,Maize,2003-04,Kharif,36106,Hectare,64630,Tonnes,1.790007201
Uttar Pradesh,MAINPURI,Maize,2003-04,Summer,90,Hectare,123,Tonnes,1.366666667
Uttar Pradesh,MATHURA,Maize,2001-02,Kharif,733,Hectare,1425,Tonnes,1.944065484
Uttar Pradesh,MATHURA,Maize,2001-02,Rabi,13,Hectare,21,Tonnes,1.615384615
Uttar Pradesh,MATHURA,Maize,2002-03,Kharif,423,Hectare,498,Tonnes,1.177304965
Uttar Pradesh,MATHURA,Maize,2002-03,Rabi,9,Hectare,10,Tonnes,1.111111111
Uttar Pradesh,MATHURA,Maize,2003-04,Kharif,291,Hectare,502,Tonnes,1.725085911
Uttar Pradesh,MATHURA,Maize,2003-04,Summer,8,Hectare,11,Tonnes,1.375
Uttar Pradesh,MAU,Maize,2001-02,Kharif,585,Hectare,844,Tonnes,1.442735043
Uttar Pradesh,MAU,Maize,2001-02,Rabi,43,Hectare,70,Tonnes,1.627906977
Uttar Pradesh,MAU,Maize,2002-03,Kharif,711,Hectare,969,Tonnes,1.362869198
Uttar Pradesh,MAU,Maize,2002-03,Rabi,143,Hectare,158,Tonnes,1.104895105
Uttar Pradesh,MAU,Maize,2003-04,Kharif,631,Hectare,520,Tonnes,0.824088748
Uttar Pradesh,MAU,Maize,2003-04,Rabi,107,Hectare,146,Tonnes,1.364485981
Uttar Pradesh,MAU,Maize,2003-04,Summer,185,Hectare,253,Tonnes,1.367567568
Uttar Pradesh,MEERUT,Maize,2001-02,Kharif,2404,Hectare,5764,Tonnes,2.397670549
Uttar Pradesh,MEERUT,Maize,2001-02,Rabi,597,Hectare,973,Tonnes,1.629815745
Uttar Pradesh,MEERUT,Maize,2002-03,Kharif,1615,Hectare,2148,Tonnes,1.33003096
Uttar Pradesh,MEERUT,Maize,2002-03,Rabi,472,Hectare,523,Tonnes,1.108050847
Uttar Pradesh,MEERUT,Maize,2003-04,Kharif,1507,Hectare,2049,Tonnes,1.359654944
Uttar Pradesh,MEERUT,Maize,2003-04,Summer,436,Hectare,596,Tonnes,1.366972477
Uttar Pradesh,MIRZAPUR,Maize,2001-02,Kharif,2126,Hectare,1108,Tonnes,0.5211665099
Uttar Pradesh,MIRZAPUR,Maize,2001-02,Rabi,3,Hectare,5,Tonnes,1.666666667
Uttar Pradesh,MIRZAPUR,Maize,2002-03,Kharif,1999,Hectare,1733,Tonnes,0.8669334667
Uttar Pradesh,MIRZAPUR,Maize,2002-03,Rabi,1,Hectare,1,Tonnes,1
Uttar Pradesh,MIRZAPUR,Maize,2003-04,Kharif,2110,Hectare,2410,Tonnes,1.142180095
Uttar Pradesh,MIRZAPUR,Maize,2003-04,Rabi,6,Hectare,8,Tonnes,1.333333333
Uttar Pradesh,MIRZAPUR,Maize,2003-04,Summer,3,Hectare,4,Tonnes,1.333333333
Uttar Pradesh,MORADABAD,Maize,2001-02,Kharif,2363,Hectare,3556,Tonnes,1.504866695
Uttar Pradesh,MORADABAD,Maize,2001-02,Rabi,708,Hectare,1153,Tonnes,1.628531073
Uttar Pradesh,MORADABAD,Maize,2002-03,Kharif,1655,Hectare,1630,Tonnes,0.9848942598
Uttar Pradesh,MORADABAD,Maize,2002-03,Rabi,674,Hectare,746,Tonnes,1.106824926
Uttar Pradesh,MORADABAD,Maize,2003-04,Kharif,1442,Hectare,2234,Tonnes,1.549237171
Uttar Pradesh,MORADABAD,Maize,2003-04,Summer,1249,Hectare,1707,Tonnes,1.366693355
Uttar Pradesh,MUZAFFARNAGAR,Maize,2001-02,Kharif,953,Hectare,1638,Tonnes,1.718782791
Uttar Pradesh,MUZAFFARNAGAR,Maize,2001-02,Rabi,97,Hectare,158,Tonnes,1.628865979
Uttar Pradesh,MUZAFFARNAGAR,Maize,2002-03,Kharif,1005,Hectare,1124,Tonnes,1.11840796
Uttar Pradesh,MUZAFFARNAGAR,Maize,2002-03,Rabi,107,Hectare,119,Tonnes,1.112149533
Uttar Pradesh,MUZAFFARNAGAR,Maize,2003-04,Kharif,544,Hectare,625,Tonnes,1.148897059
Uttar Pradesh,MUZAFFARNAGAR,Maize,2003-04,Rabi,1,Hectare,1,Tonnes,1
Uttar Pradesh,MUZAFFARNAGAR,Maize,2003-04,Summer,88,Hectare,120,Tonnes,1.363636364
Uttar Pradesh,PILIBHIT,Maize,2001-02,Kharif,255,Hectare,374,Tonnes,1.466666667
Uttar Pradesh,PILIBHIT,Maize,2001-02,Rabi,86,Hectare,140,Tonnes,1.627906977
Uttar Pradesh,PILIBHIT,Maize,2002-03,Kharif,312,Hectare,332,Tonnes,1.064102564
Uttar Pradesh,PILIBHIT,Maize,2002-03,Rabi,106,Hectare,117,Tonnes,1.103773585
Uttar Pradesh,PILIBHIT,Maize,2003-04,Kharif,232,Hectare,442,Tonnes,1.905172414
Uttar Pradesh,PILIBHIT,Maize,2003-04,Summer,87,Hectare,119,Tonnes,1.367816092
Uttar Pradesh,PRATAPGARH,Maize,2001-02,Kharif,1839,Hectare,3547,Tonnes,1.928765633
Uttar Pradesh,PRATAPGARH,Maize,2001-02,Rabi,49,Hectare,80,Tonnes,1.632653061
Uttar Pradesh,PRATAPGARH,Maize,2002-03,Kharif,866,Hectare,1192,Tonnes,1.376443418
Uttar Pradesh,PRATAPGARH,Maize,2002-03,Rabi,49,Hectare,54,Tonnes,1.102040816
Uttar Pradesh,PRATAPGARH,Maize,2003-04,Kharif,1238,Hectare,1416,Tonnes,1.143780291
Uttar Pradesh,PRATAPGARH,Maize,2003-04,Summer,43,Hectare,59,Tonnes,1.372093023
Uttar Pradesh,RAE BARELI,Maize,2001-02,Kharif,128,Hectare,206,Tonnes,1.609375
Uttar Pradesh,RAE BARELI,Maize,2001-02,Rabi,17,Hectare,28,Tonnes,1.647058824
Uttar Pradesh,RAE BARELI,Maize,2002-03,Kharif,197,Hectare,205,Tonnes,1.040609137
Uttar Pradesh,RAE BARELI,Maize,2002-03,Rabi,4,Hectare,4,Tonnes,1
Uttar Pradesh,RAE BARELI,Maize,2003-04,Kharif,187,Hectare,256,Tonnes,1.368983957
Uttar Pradesh,RAE BARELI,Maize,2003-04,Rabi,2,Hectare,3,Tonnes,1.5
Uttar Pradesh,RAE BARELI,Maize,2003-04,Summer,45,Hectare,61,Tonnes,1.355555556
Uttar Pradesh,RAMPUR,Maize,2001-02,Kharif,255,Hectare,384,Tonnes,1.505882353
Uttar Pradesh,RAMPUR,Maize,2001-02,Rabi,51,Hectare,83,Tonnes,1.62745098
Uttar Pradesh,RAMPUR,Maize,2002-03,Kharif,223,Hectare,247,Tonnes,1.107623318
Uttar Pradesh,RAMPUR,Maize,2002-03,Rabi,87,Hectare,96,Tonnes,1.103448276
Uttar Pradesh,RAMPUR,Maize,2003-04,Kharif,120,Hectare,11,Tonnes,0.09166666667
Uttar Pradesh,RAMPUR,Maize,2003-04,Summer,40,Hectare,55,Tonnes,1.375
Uttar Pradesh,SAHARANPUR,Maize,2001-02,Kharif,7878,Hectare,13534,Tonnes,1.717948718
Uttar Pradesh,SAHARANPUR,Maize,2001-02,Rabi,82,Hectare,134,Tonnes,1.634146341
Uttar Pradesh,SAHARANPUR,Maize,2002-03,Kharif,7072,Hectare,7914,Tonnes,1.119061086
Uttar Pradesh,SAHARANPUR,Maize,2002-03,Rabi,66,Hectare,73,Tonnes,1.106060606
Uttar Pradesh,SAHARANPUR,Maize,2003-04,Kharif,7180,Hectare,8250,Tonnes,1.14902507
Uttar Pradesh,SAHARANPUR,Maize,2003-04,Summer,83,Hectare,114,Tonnes,1.373493976
Uttar Pradesh,SANT KABEER NAGAR,Maize,2001-02,Kharif,1542,Hectare,1112,Tonnes,0.7211413748
Uttar Pradesh,SANT KABEER NAGAR,Maize,2001-02,Rabi,30,Hectare,49,Tonnes,1.633333333
Uttar Pradesh,SANT KABEER NAGAR,Maize,2002-03,Kharif,1546,Hectare,1344,Tonnes,0.8693402329
Uttar Pradesh,SANT KABEER NAGAR,Maize,2002-03,Rabi,46,Hectare,51,Tonnes,1.108695652
Uttar Pradesh,SANT KABEER NAGAR,Maize,2003-04,Kharif,1438,Hectare,1721,Tonnes,1.196801113
Uttar Pradesh,SANT KABEER NAGAR,Maize,2003-04,Summer,35,Hectare,48,Tonnes,1.371428571
Uttar Pradesh,SANT RAVIDAS NAGAR,Maize,2001-02,Kharif,929,Hectare,484,Tonnes,0.5209903122
Uttar Pradesh,SANT RAVIDAS NAGAR,Maize,2002-03,Kharif,699,Hectare,520,Tonnes,0.7439198856
Uttar Pradesh,SANT RAVIDAS NAGAR,Maize,2003-04,Kharif,658,Hectare,751,Tonnes,1.141337386
Uttar Pradesh,SHAHJAHANPUR,Maize,2001-02,Kharif,3496,Hectare,4454,Tonnes,1.27402746
Uttar Pradesh,SHAHJAHANPUR,Maize,2001-02,Rabi,126,Hectare,205,Tonnes,1.626984127
Uttar Pradesh,SHAHJAHANPUR,Maize,2002-03,Kharif,1713,Hectare,2278,Tonnes,1.329830706
Uttar Pradesh,SHAHJAHANPUR,Maize,2002-03,Rabi,84,Hectare,93,Tonnes,1.107142857
Uttar Pradesh,SHAHJAHANPUR,Maize,2003-04,Kharif,3326,Hectare,4740,Tonnes,1.425135298
Uttar Pradesh,SHAHJAHANPUR,Maize,2003-04,Summer,84,Hectare,115,Tonnes,1.369047619
Uttar Pradesh,SHRAVASTI,Maize,2001-02,Kharif,25448,Hectare,24277,Tonnes,0.953984596
Uttar Pradesh,SHRAVASTI,Maize,2001-02,Rabi,107,Hectare,174,Tonnes,1.626168224
Uttar Pradesh,SHRAVASTI,Maize,2002-03,Kharif,25905,Hectare,21708,Tonnes,0.837984945
Uttar Pradesh,SHRAVASTI,Maize,2002-03,Rabi,501,Hectare,555,Tonnes,1.107784431
Uttar Pradesh,SHRAVASTI,Maize,2003-04,Kharif,27211,Hectare,26204,Tonnes,0.9629929073
Uttar Pradesh,SHRAVASTI,Maize,2003-04,Summer,284,Hectare,388,Tonnes,1.366197183
Uttar Pradesh,SIDDHARTH NAGAR,Maize,2001-02,Kharif,946,Hectare,682,Tonnes,0.7209302326
Uttar Pradesh,SIDDHARTH NAGAR,Maize,2001-02,Rabi,50,Hectare,81,Tonnes,1.62
Uttar Pradesh,SIDDHARTH NAGAR,Maize,2002-03,Kharif,1556,Hectare,1352,Tonnes,0.8688946015
Uttar Pradesh,SIDDHARTH NAGAR,Maize,2002-03,Rabi,87,Hectare,96,Tonnes,1.103448276
Uttar Pradesh,SIDDHARTH NAGAR,Maize,2003-04,Kharif,1078,Hectare,1291,Tonnes,1.197588126
Uttar Pradesh,SIDDHARTH NAGAR,Maize,2003-04,Summer,123,Hectare,168,Tonnes,1.365853659
Uttar Pradesh,SITAPUR,Maize,2001-02,Kharif,15251,Hectare,11011,Tonnes,0.7219854436
Uttar Pradesh,SITAPUR,Maize,2001-02,Rabi,73,Hectare,119,Tonnes,1.630136986
Uttar Pradesh,SITAPUR,Maize,2002-03,Kharif,16048,Hectare,10544,Tonnes,0.6570289133
Uttar Pradesh,SITAPUR,Maize,2002-03,Rabi,117,Hectare,130,Tonnes,1.111111111
Uttar Pradesh,SITAPUR,Maize,2003-04,Kharif,16580,Hectare,11407,Tonnes,0.6879975875
Uttar Pradesh,SITAPUR,Maize,2003-04,Rabi,20,Hectare,28,Tonnes,1.4
Uttar Pradesh,SITAPUR,Maize,2003-04,Summer,1296,Hectare,1772,Tonnes,1.367283951
